EvaluationID,ObservedInchesFromZero,ObservedSeedSpacing,TargetSpacingInches,SeedPlacementType
1697,132,16,15,0
1697,147,15,15,0
1697,163,16,15,0
1697,178,15,15,0
1697,190,12,15,0
1697,205,15,15,0
1697,219,14,15,0
1697,233,14,15,0
1697,248,15,15,0
1697,263,15,15,0
1697,276,13,15,0
1697,292,16,15,0
1698,14,14,13,0
1698,28,14,13,0
1698,42,14,13,0
1698,58,16,13,3
1698,71,13,13,0
1698,88,17,13,3
1698,102,14,13,0
1698,120,18,13,3
1698,136,16,13,3
1698,149,13,13,0
1698,164,15,13,0
1698,179,15,13,0
1698,192,13,13,0
1698,209,17,13,3
1698,226,17,13,3
1698,242,16,13,3
1698,257,15,13,0
1698,273,16,13,3
1699,13,13,14,0
1699,28,15,14,0
1699,43,15,14,0
1699,60,17,14,3
1699,71,11,14,3
1699,72,1,14,2
1699,88,16,14,0
1699,102,14,14,2
1699,103,1,14,2
1699,115,12,14,0
1699,128,13,14,0
1699,141,13,14,0
1699,159,18,14,3
1699,174,15,14,0
1699,187,13,14,0
1699,201,14,14,0
1699,215,14,14,0
1699,230,15,14,0
1699,243,13,14,0
1699,258,15,14,0
1699,270,12,14,0
1699,286,16,14,0
1700,17,17,15,0
1700,29,12,15,0
1700,45,16,15,0
1700,58,13,15,0
1700,69,11,15,3
1700,88,19,15,3
1700,90,2,15,2
1700,101,11,15,3
1700,130,29,15,1
1700,143,13,15,2
1700,145,2,15,2
1700,159,14,15,0
1700,170,11,15,3
1700,191,21,15,3
1700,203,12,15,0
1700,216,13,15,0
1700,234,18,15,0
1700,245,11,15,3
1700,259,14,15,0
1701,9,9,12.5,3
1701,18,9,12.5,3
1701,28,10,12.5,2
1701,30,2,12.5,2
1701,39,9,12.5,3
1701,45,6,12.5,2
1701,53,8,12.5,3
1701,61,8,12.5,3
1701,68,7,12.5,3
1701,71,3,12.5,2
1701,74,3,12.5,2
1701,87,13,12.5,0
1701,98,11,12.5,0
1701,110,12,12.5,0
1701,121,11,12.5,2
1701,123,2,12.5,2
1701,130,7,12.5,3
1701,140,10,12.5,0
1701,153,13,12.5,2
1701,157,4,12.5,2
1701,175,18,12.5,3
1701,181,6,12.5,2
1701,183,2,12.5,2
1701,193,10,12.5,0
1701,202,9,12.5,3
1701,214,12,12.5,0
1701,223,9,12.5,3
1701,232,9,12.5,3
1701,240,8,12.5,3
1702,16,16,17,0
1702,30,14,17,0
1702,47,17,17,0
1702,64,17,17,0
1702,78,14,17,0
1702,92,14,17,1
1702,121,29,17,1
1702,146,25,17,3
1702,157,11,17,3
1702,168,11,17,3
1702,185,17,17,0
1702,201,16,17,0
1702,216,15,17,0
1702,229,13,17,3
1702,248,19,17,0
1703,14,14,15,0
1703,26,12,15,0
1703,42,16,15,0
1703,55,13,15,0
1703,68,13,15,0
1703,83,15,15,0
1703,98,15,15,0
1703,113,15,15,0
1703,127,14,15,0
1703,137,10,15,3
1703,153,16,15,0
1703,168,15,15,0
1703,182,14,15,0
1703,196,14,15,0
1703,211,15,15,0
1703,226,15,15,0
1703,241,15,15,0
1703,254,13,15,0
1703,270,16,15,0
1703,280,10,15,3
1704,11,11,11.5,0
1704,28,17,11.5,3
1704,38,10,11.5,0
1704,46,8,11.5,3
1704,56,10,11.5,1
1704,74,18,11.5,1
1704,82,8,11.5,3
1704,92,10,11.5,2
1704,93,1,11.5,2
1704,99,6,11.5,3
1704,115,16,11.5,3
1704,126,11,11.5,0
1705,13,13,12,0
1705,22,9,12,3
1705,35,13,12,1
1705,55,20,12,1
1705,58,3,12,2
1705,67,9,12,3
1705,89,22,12,1
1705,113,24,12,1
1705,123,10,12,0
1705,132,9,12,3
1705,146,14,12,0
1705,156,10,12,0
1705,166,10,12,0
1705,176,10,12,0
1705,191,15,12,3
1705,209,18,12,3
1705,222,13,12,0
1705,232,10,12,0
1705,243,11,12,0
1705,252,9,12,3
1705,263,11,12,0
1705,275,12,12,0
1705,283,8,12,3
1706,3,3,11.5,2
1706,15,12,11.5,0
1706,24,9,11.5,3
1706,36,12,11.5,0
1706,45,9,11.5,3
1706,56,11,11.5,0
1706,66,10,11.5,0
1706,77,11,11.5,1
1706,101,24,11.5,1
1706,104,3,11.5,2
1706,109,5,11.5,2
1706,119,10,11.5,0
1706,127,8,11.5,3
1706,159,32,11.5,1
1707,9,9,8,2
1707,13,4,8,2
1707,18,5,8,3
1707,25,7,8,0
1707,37,12,8,3
1707,44,7,8,0
1707,52,8,8,0
1707,58,6,8,3
1707,67,9,8,2
1707,71,4,8,2
1707,81,10,8,3
1707,88,7,8,0
1707,98,10,8,3
1707,105,7,8,0
1707,113,8,8,0
1707,118,5,8,3
1707,130,12,8,3
1707,137,7,8,0
1707,149,12,8,3
1707,159,10,8,3
1707,167,8,8,1
1707,183,16,8,1
1707,189,6,8,3
1707,197,8,8,0
1707,202,5,8,3
1707,213,11,8,3
1707,219,6,8,3
1707,229,10,8,3
1707,234,5,8,3
1707,240,6,8,3
1707,247,7,8,0
1707,253,6,8,3
1707,258,5,8,3
1707,265,7,8,0
1708,16,16,16,0
1708,32,16,16,0
1708,47,15,16,0
1708,66,19,16,0
1708,80,14,16,2
1708,82,2,16,2
1708,96,14,16,0
1708,113,17,16,0
1708,129,16,16,0
1708,144,15,16,0
1708,160,16,16,1
1708,187,27,16,1
1708,202,15,16,0
1708,219,17,16,0
1708,234,15,16,0
1708,249,15,16,0
1708,261,12,16,3
1708,280,19,16,0
1709,13,13,13,0
1709,20,7,13,3
1709,34,14,13,0
1709,50,16,13,3
1709,56,6,13,2
1709,68,12,13,0
1709,78,10,13,3
1709,89,11,13,0
1709,100,11,13,0
1709,110,10,13,3
1709,121,11,13,0
1709,130,9,13,3
1709,139,9,13,3
1709,159,20,13,1
1709,168,9,13,3
1709,180,12,13,0
1709,190,10,13,3
1709,203,13,13,0
1709,216,13,13,0
1709,223,7,13,3
1709,240,17,13,3
1709,248,8,13,3
1709,261,13,13,0
1710,19,19,16,0
1710,29,10,16,3
1710,48,19,16,0
1710,66,18,16,0
1710,81,15,16,0
1710,93,12,16,3
1710,112,19,16,0
1710,128,16,16,0
1710,143,15,16,0
1710,158,15,16,0
1710,177,19,16,0
1710,187,10,16,3
1710,210,23,16,3
1710,216,6,16,2
1710,241,25,16,1
1710,253,12,16,3
1711,18,18,13,3
1711,37,19,13,3
1711,54,17,13,3
1711,71,17,13,3
1711,88,17,13,3
1711,105,17,13,3
1711,127,22,13,1
1711,139,12,13,0
1711,157,18,13,3
1711,174,17,13,3
1711,190,16,13,3
1711,207,17,13,3
1711,224,17,13,3
1711,243,19,13,3
1711,261,18,13,3
1711,279,18,13,3
1712,15,15,16,0
1712,31,16,16,0
1712,48,17,16,0
1712,64,16,16,0
1712,80,16,16,0
1712,96,16,16,0
1712,112,16,16,0
1712,129,17,16,0
1712,147,18,16,0
1712,161,14,16,0
1712,177,16,16,0
1712,193,16,16,0
1712,208,15,16,0
1712,226,18,16,0
1712,243,17,16,0
1712,259,16,16,0
1712,277,18,16,0
1713,12,12,13,0
1713,24,12,13,0
1713,36,12,13,0
1713,46,10,13,3
1713,55,9,13,3
1713,81,26,13,1
1713,95,14,13,0
1713,109,14,13,0
1713,122,13,13,0
1713,132,10,13,3
1713,142,10,13,3
1713,149,7,13,3
1713,160,11,13,0
1713,177,17,13,3
1714,14,14,14,0
1714,31,17,14,3
1714,45,14,14,0
1714,63,18,14,3
1714,78,15,14,0
1714,90,12,14,0
1714,106,16,14,0
1714,115,9,14,3
1714,120,5,14,2
1714,134,14,14,0
1714,154,20,14,3
1714,164,10,14,3
1714,183,19,14,3
1714,195,12,14,0
1714,210,15,14,0
1714,224,14,14,0
1714,243,19,14,3
1714,251,8,14,3
1715,19,19,16,0
1715,35,16,16,0
1715,49,14,16,0
1715,66,17,16,0
1715,81,15,16,0
1715,96,15,16,0
1715,113,17,16,0
1715,131,18,16,0
1715,146,15,16,0
1715,161,15,16,0
1715,176,15,16,0
1715,192,16,16,0
1715,208,16,16,0
1715,224,16,16,0
1715,235,11,16,3
1715,252,17,16,0
1715,265,13,16,0
1715,282,17,16,0
1715,297,15,16,0
1716,8,8,8,0
1716,16,8,8,0
1716,23,7,8,0
1716,31,8,8,1
1716,56,25,8,1
1716,63,7,8,0
1716,70,7,8,0
1716,77,7,8,0
1716,84,7,8,0
1716,93,9,8,0
1716,102,9,8,0
1716,109,7,8,0
1716,116,7,8,0
1716,126,10,8,3
1716,131,5,8,3
1716,138,7,8,1
1716,154,16,8,1
1716,163,9,8,0
1716,168,5,8,3
1716,176,8,8,0
1716,184,8,8,0
1716,194,10,8,3
1716,200,6,8,3
1716,209,9,8,2
1716,213,4,8,2
1716,215,2,8,2
1716,223,8,8,0
1716,233,10,8,3
1716,240,7,8,0
1716,248,8,8,0
1717,19,19,15,3
1717,25,6,15,2
1717,45,20,15,3
1717,52,7,15,2
1717,78,26,15,1
1717,82,4,15,2
1717,110,28,15,1
1717,125,15,15,2
1717,127,2,15,2
1717,155,28,15,1
1717,168,13,15,2
1717,172,4,15,2
1717,188,16,15,0
1717,204,16,15,0
1717,214,10,15,3
1717,232,18,15,0
1717,250,18,15,0
1718,17,17,13,3
1718,34,17,13,3
1718,51,17,13,3
1718,66,15,13,0
1718,81,15,13,0
1718,97,16,13,3
1718,113,16,13,3
1718,128,15,13,0
1718,145,17,13,3
1718,161,16,13,3
1718,178,17,13,3
1718,195,17,13,3
1718,212,17,13,3
1718,225,13,13,0
1718,241,16,13,3
1718,256,15,13,0
1718,270,14,13,0
1719,18,18,13,3
1719,34,16,13,3
1719,50,16,13,3
1719,65,15,13,0
1719,78,13,13,0
1719,91,13,13,0
1719,104,13,13,2
1719,106,2,13,2
1719,117,11,13,1
1719,145,28,13,1
1719,158,13,13,0
1719,170,12,13,0
1719,186,16,13,3
1719,187,1,13,2
1719,200,13,13,0
1719,215,15,13,0
1719,228,13,13,0
1719,243,15,13,0
1719,253,10,13,3
1719,268,15,13,0
1720,19,19,16,0
1720,33,14,16,0
1720,51,18,16,1
1720,81,30,16,1
1720,94,13,16,0
1720,111,17,16,0
1720,126,15,16,2
1720,130,4,16,2
1720,143,13,16,0
1720,152,9,16,3
1720,171,19,16,0
1720,186,15,16,0
1720,201,15,16,0
1720,215,14,16,0
1720,231,16,16,0
1720,247,16,16,0
1721,9,9,13,3
1721,16,7,13,3
1721,22,6,13,2
1721,30,8,13,3
1721,39,9,13,3
1721,45,6,13,2
1721,55,10,13,3
1721,61,6,13,2
1721,69,8,13,3
1721,76,7,13,3
1721,85,9,13,3
1721,102,17,13,3
1721,107,5,13,2
1721,123,16,13,3
1721,133,10,13,3
1721,140,7,13,3
1721,149,9,13,3
1721,155,6,13,2
1721,161,6,13,2
1721,169,8,13,3
1721,179,10,13,3
1721,207,28,13,1
1721,216,9,13,3
1721,224,8,13,3
1721,231,7,13,3
1721,237,6,13,2
1722,15,15,15,0
1722,30,15,15,2
1722,32,2,15,2
1722,48,16,15,0
1722,63,15,15,0
1722,76,13,15,0
1722,93,17,15,0
1722,107,14,15,0
1722,122,15,15,0
1722,139,17,15,0
1722,155,16,15,0
1722,169,14,15,0
1722,181,12,15,2
1722,183,2,15,2
1722,198,15,15,0
1722,215,17,15,0
1722,230,15,15,0
1722,244,14,15,0
1722,259,15,15,0
1722,275,16,15,0
1722,291,16,15,0
1723,10,10,13,3
1723,17,7,13,3
1723,26,9,13,3
1723,32,6,13,2
1723,39,7,13,3
1723,55,16,13,3
1723,61,6,13,2
1723,69,8,13,3
1723,76,7,13,3
1723,84,8,13,3
1723,90,6,13,2
1723,98,8,13,3
1723,106,8,13,3
1723,111,5,13,2
1723,122,11,13,0
1723,139,17,13,3
1723,145,6,13,2
1723,153,8,13,3
1723,157,4,13,2
1723,163,6,13,2
1723,174,11,13,0
1723,184,10,13,3
1723,192,8,13,3
1723,199,7,13,3
1723,206,7,13,3
1723,214,8,13,3
1723,220,6,13,2
1723,231,11,13,0
1723,240,9,13,3
1724,12,12,13,0
1724,24,12,13,0
1724,34,10,13,3
1724,56,22,13,1
1724,68,12,13,0
1724,79,11,13,0
1724,88,9,13,3
1724,97,9,13,3
1724,108,11,13,0
1724,118,10,13,3
1724,131,13,13,0
1724,143,12,13,0
1724,154,11,13,0
1724,166,12,13,2
1724,169,3,13,2
1724,181,12,13,0
1724,193,12,13,0
1724,206,13,13,0
1724,220,14,13,0
1724,232,12,13,1
1724,256,24,13,1
1724,268,12,13,0
1724,280,12,13,0
1724,292,12,13,0
1725,5,5,11.5,2
1725,15,10,11.5,0
1725,27,12,11.5,1
1725,50,23,11.5,1
1725,52,2,11.5,2
1725,71,19,11.5,1
1725,80,9,11.5,3
1725,102,22,11.5,1
1725,120,18,11.5,1
1725,141,21,11.5,1
1726,10,10,12,2
1726,14,4,12,2
1726,23,9,12,3
1726,35,12,12,2
1726,41,6,12,2
1726,57,16,12,3
1726,71,14,12,0
1726,81,10,12,0
1726,91,10,12,1
1726,120,29,12,1
1726,128,8,12,3
1726,143,15,12,3
1726,153,10,12,0
1726,164,11,12,0
1726,178,14,12,1
1726,204,26,12,1
1726,216,12,12,0
1726,228,12,12,0
1726,241,13,12,0
1726,254,13,12,0
1726,269,15,12,3
1727,8,8,9,2
1727,12,4,9,2
1727,23,11,9,3
1727,25,2,9,2
1727,34,9,9,0
1727,42,8,9,0
1727,54,12,9,3
1727,57,3,9,2
1727,68,11,9,3
1727,76,8,9,0
1727,86,10,9,0
1727,93,7,9,3
1727,99,6,9,3
1727,105,6,9,3
1727,115,10,9,0
1727,125,10,9,1
1727,140,15,9,1
1727,147,7,9,3
1727,156,9,9,0
1727,165,9,9,0
1727,170,5,9,3
1727,179,9,9,0
1727,186,7,9,3
1727,201,15,9,1
1727,204,3,9,2
1727,210,6,9,3
1727,218,8,9,0
1727,227,9,9,0
1727,232,5,9,3
1727,245,13,9,3
1727,252,7,9,3
1728,12,12,12,2
1728,16,4,12,2
1728,24,8,12,3
1728,48,24,12,1
1728,72,24,12,1
1728,84,12,12,1
1728,109,25,12,1
1728,121,12,12,0
1728,132,11,12,0
1728,144,12,12,0
1728,155,11,12,0
1728,167,12,12,0
1728,179,12,12,0
1728,194,15,12,3
1728,204,10,12,0
1728,215,11,12,0
1728,229,14,12,0
1728,243,14,12,0
1728,256,13,12,0
1728,269,13,12,0
1729,14,14,13,0
1729,28,14,13,0
1729,42,14,13,0
1729,58,16,13,3
1729,73,15,13,0
1729,88,15,13,1
1729,117,29,13,1
1729,132,15,13,0
1729,147,15,13,0
1729,160,13,13,0
1729,179,19,13,3
1729,192,13,13,0
1729,201,9,13,3
1729,215,14,13,1
1729,242,27,13,1
1729,257,15,13,0
1729,267,10,13,3
1730,13,13,15,0
1730,30,17,15,0
1730,41,11,15,3
1730,59,18,15,0
1730,73,14,15,0
1730,88,15,15,0
1730,101,13,15,0
1730,117,16,15,0
1730,131,14,15,0
1730,145,14,15,0
1730,163,18,15,0
1730,175,12,15,0
1730,192,17,15,0
1730,203,11,15,3
1730,218,15,15,0
1730,234,16,15,0
1730,247,13,15,0
1730,264,17,15,0
1731,12,12,13,0
1731,20,8,13,3
1731,35,15,13,0
1731,44,9,13,3
1731,57,13,13,0
1731,69,12,13,0
1731,83,14,13,0
1731,91,8,13,3
1731,96,5,13,2
1731,103,7,13,3
1731,114,11,13,1
1731,135,21,13,1
1731,139,4,13,2
1731,146,7,13,3
1731,158,12,13,0
1731,172,14,13,0
1731,187,15,13,0
1731,194,7,13,3
1731,204,10,13,3
1731,221,17,13,3
1731,226,5,13,2
1731,238,12,13,0
1731,251,13,13,0
1732,10,10,13,3
1732,15,5,13,2
1732,51,36,13,1
1732,56,5,13,2
1732,70,14,13,0
1732,83,13,13,0
1732,97,14,13,0
1732,112,15,13,0
1732,128,16,13,3
1732,143,15,13,0
1732,154,11,13,0
1732,171,17,13,3
1732,201,30,13,1
1732,213,12,13,0
1732,228,15,13,0
1732,240,12,13,0
1732,256,16,13,3
1732,270,14,13,0
1733,13,13,13,0
1733,21,8,13,3
1733,31,10,13,3
1733,47,16,13,3
1733,56,9,13,3
1733,67,11,13,0
1733,79,12,13,1
1733,101,22,13,1
1733,126,25,13,1
1733,135,9,13,3
1733,145,10,13,3
1733,156,11,13,2
1733,159,3,13,2
1733,169,10,13,3
1733,179,10,13,3
1733,206,27,13,1
1733,236,30,13,1
1733,248,12,13,0
1733,261,13,13,0
1734,11,11,9,3
1734,17,6,9,3
1734,20,3,9,2
1734,26,6,9,3
1734,47,21,9,1
1734,51,4,9,2
1734,60,9,9,0
1734,71,11,9,3
1734,75,4,9,2
1734,81,6,9,3
1734,94,13,9,3
1734,104,10,9,0
1734,114,10,9,0
1734,121,7,9,3
1734,130,9,9,0
1734,136,6,9,3
1734,146,10,9,0
1734,153,7,9,3
1734,161,8,9,0
1734,174,13,9,3
1734,180,6,9,3
1734,188,8,9,0
1734,198,10,9,0
1734,206,8,9,0
1734,215,9,9,0
1734,223,8,9,0
1734,231,8,9,0
1734,240,9,9,0
1734,252,12,9,3
1734,257,5,9,3
1735,12,12,11,0
1735,23,11,11,0
1735,29,6,11,3
1735,35,6,11,3
1735,43,8,11,3
1735,56,13,11,0
1735,64,8,11,3
1735,76,12,11,0
1735,86,10,11,0
1735,98,12,11,0
1735,111,13,11,0
1735,120,9,11,0
1735,127,7,11,3
1735,132,5,11,2
1735,142,10,11,1
1735,160,18,11,1
1735,172,12,11,0
1735,181,9,11,0
1735,197,16,11,3
1735,201,4,11,2
1735,209,8,11,3
1735,224,15,11,3
1735,235,11,11,0
1735,245,10,11,0
1735,253,8,11,3
1735,258,5,11,2
1736,11,11,13,0
1736,23,12,13,2
1736,25,2,13,2
1736,35,10,13,3
1736,50,15,13,0
1736,62,12,13,0
1736,78,16,13,3
1736,90,12,13,0
1736,98,8,13,3
1736,102,4,13,2
1736,112,10,13,3
1736,123,11,13,2
1736,125,2,13,2
1736,137,12,13,0
1736,146,9,13,3
1736,150,4,13,2
1736,162,12,13,0
1736,171,9,13,3
1737,3,3,13,2
1737,10,7,13,3
1737,16,6,13,2
1737,20,4,13,2
1737,26,6,13,2
1737,30,4,13,2
1737,39,9,13,3
1737,45,6,13,2
1737,54,9,13,3
1737,60,6,13,2
1737,69,9,13,3
1737,75,6,13,2
1737,83,8,13,3
1737,89,6,13,2
1737,96,7,13,3
1737,104,8,13,3
1737,111,7,13,3
1737,126,15,13,0
1737,135,9,13,3
1737,142,7,13,3
1737,147,5,13,2
1737,157,10,13,3
1737,162,5,13,2
1737,170,8,13,3
1737,179,9,13,3
1737,185,6,13,2
1737,191,6,13,2
1737,204,13,13,0
1737,214,10,13,3
1737,220,6,13,2
1737,228,8,13,3
1737,236,8,13,3
1737,242,6,13,2
1738,15,15,15,0
1738,30,15,15,0
1738,45,15,15,0
1738,59,14,15,0
1738,69,10,15,3
1738,86,17,15,2
1738,87,1,15,2
1738,102,15,15,0
1738,117,15,15,0
1738,133,16,15,2
1738,134,1,15,2
1738,149,15,15,0
1738,163,14,15,0
1738,177,14,15,0
1738,192,15,15,0
1738,207,15,15,0
1738,220,13,15,0
1738,236,16,15,1
1738,264,28,15,1
1738,279,15,15,0
1738,294,15,15,0
1739,18,18,9,1
1739,20,2,9,2
1739,29,9,9,0
1739,35,6,9,3
1739,53,18,9,1
1739,71,18,9,1
1739,79,8,9,0
1739,88,9,9,1
1739,108,20,9,1
1739,119,11,9,3
1739,124,5,9,3
1739,128,4,9,2
1739,157,29,9,1
1739,160,3,9,2
1739,161,1,9,2
1739,172,11,9,3
1739,186,14,9,1
1739,197,11,9,3
1739,208,11,9,3
1739,215,7,9,3
1739,226,11,9,3
1739,234,8,9,0
1739,242,8,9,2
1739,245,3,9,2
1739,251,6,9,3
1739,261,10,9,1
1739,276,15,9,1
1740,11,11,9,3
1740,28,17,9,1
1740,35,7,9,3
1740,44,9,9,0
1740,53,9,9,0
1740,64,11,9,3
1740,80,16,9,1
1740,83,3,9,2
1740,90,7,9,3
1740,100,10,9,0
1740,111,11,9,3
1740,117,6,9,3
1740,128,11,9,3
1740,136,8,9,0
1740,142,6,9,3
1740,163,21,9,1
1740,171,8,9,0
1740,181,10,9,0
1740,190,9,9,0
1740,198,8,9,0
1740,208,10,9,0
1740,216,8,9,0
1740,225,9,9,0
1740,233,8,9,0
1740,245,12,9,3
1740,252,7,9,3
1740,262,10,9,0
1741,14,14,16,0
1741,28,14,16,0
1741,44,16,16,0
1741,58,14,16,1
1741,85,27,16,1
1741,102,17,16,0
1741,117,15,16,2
1741,119,2,16,2
1741,133,14,16,0
1741,145,12,16,3
1741,164,19,16,2
1741,166,2,16,2
1741,178,12,16,3
1741,189,11,16,3
1741,205,16,16,0
1741,220,15,16,1
1741,251,31,16,1
1741,269,18,16,0
1741,283,14,16,0
1742,10,10,13,3
1742,21,11,13,0
1742,31,10,13,3
1742,41,10,13,3
1742,54,13,13,0
1742,64,10,13,3
1742,77,13,13,2
1742,81,4,13,2
1742,103,22,13,1
1742,115,12,13,0
1742,123,8,13,3
1742,132,9,13,3
1742,144,12,13,0
1742,153,9,13,3
1742,163,10,13,3
1742,174,11,13,0
1742,183,9,13,3
1742,194,11,13,0
1742,204,10,13,3
1742,215,11,13,0
1742,224,9,13,3
1742,238,14,13,0
1743,13,13,16,0
1743,29,16,16,0
1743,48,19,16,0
1743,60,12,16,3
1743,77,17,16,0
1743,93,16,16,1
1743,121,28,16,1
1743,138,17,16,0
1743,155,17,16,0
1743,175,20,16,3
1743,190,15,16,0
1743,207,17,16,0
1743,224,17,16,0
1743,239,15,16,0
1743,252,13,16,0
1743,268,16,16,0
1744,15,15,13,2
1744,18,3,13,2
1744,29,11,13,0
1744,48,19,13,3
1744,55,7,13,3
1744,70,15,13,0
1744,83,13,13,0
1744,97,14,13,0
1744,105,8,13,3
1744,126,21,13,1
1744,145,19,13,3
1744,154,9,13,3
1744,171,17,13,3
1744,186,15,13,0
1744,203,17,13,3
1744,213,10,13,3
1744,232,19,13,3
1744,249,17,13,3
1744,251,2,13,2
1745,19,19,12,1
1745,30,11,12,2
1745,31,1,12,2
1745,48,17,12,3
1745,70,22,12,1
1745,82,12,12,0
1745,92,10,12,0
1745,102,10,12,0
1745,115,13,12,0
1745,126,11,12,0
1745,141,15,12,3
1745,150,9,12,3
1745,161,11,12,2
1745,163,2,12,2
1745,177,14,12,2
1745,183,6,12,2
1745,202,19,12,1
1745,211,9,12,3
1745,232,21,12,1
1745,236,4,12,2
1745,243,7,12,3
1745,257,14,12,0
1746,1,1,11,2
1746,11,10,11,2
1746,14,3,11,2
1746,19,5,11,2
1746,28,9,11,0
1746,41,13,11,0
1746,50,9,11,0
1746,61,11,11,1
1746,78,17,11,1
1746,89,11,11,0
1746,101,12,11,0
1746,111,10,11,0
1746,122,11,11,0
1747,13,13,13.5,0
1747,28,15,13.5,2
1747,33,5,13.5,2
1747,41,8,13.5,3
1747,55,14,13.5,2
1747,58,3,13.5,2
1747,68,10,13.5,3
1747,81,13,13.5,0
1747,95,14,13.5,2
1747,97,2,13.5,2
1747,108,11,13.5,0
1747,121,13,13.5,0
1747,134,13,13.5,0
1747,149,15,13.5,0
1747,160,11,13.5,1
1747,182,22,13.5,1
1747,202,20,13.5,3
1747,214,12,13.5,0
1747,226,12,13.5,0
1747,239,13,13.5,0
1747,253,14,13.5,0
1747,266,13,13.5,0
1747,280,14,13.5,0
1748,9,9,11,1
1748,32,23,11,1
1748,42,10,11,0
1748,49,7,11,3
1748,95,46,11,1
1748,107,12,11,0
1748,115,8,11,3
1748,126,11,11,0
1748,138,12,11,0
1748,148,10,11,0
1748,158,10,11,0
1748,170,12,11,1
1748,191,21,11,1
1748,199,8,11,3
1748,214,15,11,3
1748,240,26,11,1
1748,254,14,11,3
1748,262,8,11,3
1748,267,5,11,2
1749,11,11,13,0
1749,22,11,13,0
1749,35,13,13,0
1749,47,12,13,0
1749,59,12,13,0
1749,70,11,13,0
1749,82,12,13,0
1749,93,11,13,0
1749,104,11,13,0
1749,115,11,13,0
1749,127,12,13,0
1749,139,12,13,0
1749,150,11,13,0
1749,163,13,13,0
1749,175,12,13,0
1749,187,12,13,0
1750,11,11,13,0
1750,20,9,13,3
1750,27,7,13,3
1750,36,9,13,3
1750,46,10,13,3
1750,57,11,13,0
1750,68,11,13,0
1750,75,7,13,3
1750,82,7,13,3
1750,92,10,13,3
1750,105,13,13,0
1750,117,12,13,0
1750,131,14,13,2
1750,136,5,13,2
1750,146,10,13,3
1750,156,10,13,3
1750,166,10,13,3
1750,177,11,13,0
1750,189,12,13,0
1750,200,11,13,0
1751,12,12,13,0
1751,22,10,13,3
1751,38,16,13,3
1751,51,13,13,0
1751,62,11,13,0
1751,77,15,13,0
1751,92,15,13,0
1751,103,11,13,0
1751,114,11,13,0
1751,124,10,13,3
1751,135,11,13,0
1751,147,12,13,0
1751,160,13,13,0
1751,170,10,13,3
1751,184,14,13,0
1751,198,14,13,0
1751,210,12,13,0
1751,224,14,13,0
1751,238,14,13,0
1751,248,10,13,3
1751,258,10,13,3
1752,19,19,16,0
1752,37,18,16,0
1752,55,18,16,0
1752,73,18,16,0
1752,91,18,16,0
1752,107,16,16,0
1752,122,15,16,0
1752,140,18,16,0
1752,163,23,16,3
1752,181,18,16,1
1752,213,32,16,1
1752,228,15,16,0
1752,247,19,16,0
1752,263,16,16,0
1753,14,14,13,0
1753,25,11,13,0
1753,39,14,13,0
1753,52,13,13,0
1753,63,11,13,0
1753,75,12,13,0
1753,86,11,13,0
1753,105,19,13,3
1753,114,9,13,3
1753,124,10,13,3
1753,136,12,13,0
1753,151,15,13,0
1754,10,10,13,3
1754,21,11,13,1
1754,42,21,13,1
1754,56,14,13,0
1754,71,15,13,0
1754,85,14,13,0
1754,92,7,13,3
1754,106,14,13,0
1754,117,11,13,0
1754,129,12,13,0
1754,136,7,13,3
1755,1,1,13,2
1755,17,16,13,3
1755,30,13,13,0
1755,43,13,13,0
1755,56,13,13,0
1755,67,11,13,0
1755,79,12,13,0
1755,90,11,13,0
1755,104,14,13,0
1755,114,10,13,3
1755,116,2,13,2
1755,125,9,13,3
1755,137,12,13,0
1755,148,11,13,0
1755,158,10,13,3
1755,170,12,13,2
1755,172,2,13,2
1755,182,10,13,3
1756,11,11,8,3
1756,20,9,8,0
1756,26,6,8,3
1756,35,9,8,0
1756,46,11,8,3
1756,55,9,8,0
1756,61,6,8,3
1756,72,11,8,3
1756,82,10,8,3
1756,92,10,8,3
1756,100,8,8,0
1756,108,8,8,0
1756,118,10,8,3
1756,126,8,8,0
1756,134,8,8,0
1756,142,8,8,0
1756,152,10,8,3
1756,160,8,8,0
1756,170,10,8,3
1756,178,8,8,0
1756,190,12,8,3
1756,198,8,8,0
1756,204,6,8,3
1756,227,23,8,1
1756,235,8,8,1
1756,250,15,8,1
1756,262,12,8,3
1756,270,8,8,0
1756,276,6,8,3
1756,280,4,8,2
1756,289,9,8,0
1756,299,10,8,3
1756,307,8,8,2
1756,310,3,8,2
1757,6,6,8,3
1757,14,8,8,0
1757,21,7,8,0
1757,29,8,8,0
1757,37,8,8,0
1757,46,9,8,0
1757,53,7,8,0
1757,60,7,8,0
1757,68,8,8,0
1757,76,8,8,2
1757,79,3,8,2
1757,85,6,8,3
1757,91,6,8,3
1757,102,11,8,3
1757,107,5,8,3
1757,114,7,8,0
1757,122,8,8,1
1757,136,14,8,1
1757,143,7,8,0
1757,151,8,8,2
1757,153,2,8,2
1757,160,7,8,0
1757,168,8,8,0
1757,175,7,8,0
1757,183,8,8,0
1757,190,7,8,0
1757,200,10,8,3
1757,206,6,8,3
1757,215,9,8,0
1757,222,7,8,0
1757,230,8,8,0
1757,239,9,8,0
1757,247,8,8,0
1758,17,17,13,3
1758,34,17,13,3
